univsertiy,key_sub,ms_statition,phd_station
陕西铁路工程职业技术学院,0,0,0
铜川职业技术学院,0,0,0
安康职业技术学院,0,0,0
渭南职业技术学院,0,0,0
甘肃医学院,0,0,0
陇南师范高等专科学校,0,0,0
定西师范高等专科学校,0,0,0
甘肃农业职业技术学院,0,0,0
甘肃畜牧工程职业技术学院,0,0,0
滇西科技师范学院,0,0,0
德宏师范高等专科学校,0,0,0
丽江师范高等专科学校,0,0,0
云南林业职业技术学院,0,0,0
云南体育运动职业技术学院,0,0,0
云南文化艺术职业学院,0,0,0
云南热带作物职业学院,0,0,0
云南机电职业技术学院,0,0,0
云南国防工业职业技术学院,0,0,0
云南锡业职业技术学院,0,0,0
四川城市职业学院,0,0,0
四川现代职业学院,0,0,0
遵义医药高等专科学校,0,0,0
贵阳护理职业学院,0,0,0
黔西南民族职业技术学院,0,0,0
贵州轻工职业技术学院,0,0,0
毕节职业技术学院,0,0,0
保山中医药高等专科学校,0,0,0
曲靖医学高等专科学校,0,0,0
楚雄医药高等专科学校,0,0,0
四川管理职业学院,0,0,0
四川邮电职业技术学院,0,0,0
四川化工职业技术学院,0,0,0
四川水利职业技术学院,0,0,0
四川司法警官职业学院,0,0,0
四川信息职业技术学院,0,0,0
广安职业技术学院,0,0,0
四川商务职业学院,0,0,0
四川财经职业学院,0,0,0
四川艺术职业学院,0,0,0
拉萨师范高等专科学校,0,0,0
西藏职业技术学院,0,0,0
延安职业技术学院,0,0,0
汉中职业技术学院,0,0,0
商洛职业技术学院,0,0,0
西安职业技术学院,0,0,0
咸阳职业技术学院,0,0,0
陕西经济管理职业技术学院,0,0,0
宝鸡职业技术学院,0,0,0
陕西航空职业技术学院,0,0,0
重庆工商职业学院,0,0,0
重庆水利电力职业技术学院,0,0,0
重庆工贸职业技术学院,0,0,0
重庆电子工程职业学院,0,0,0
重庆财经职业学院,0,0,0
重庆科创职业学院,0,0,0
重庆建筑工程职业学院,0,0,0
四川中医药高等专科学校,0,0,0
内江职业技术学院,0,0,0
成都职业技术学院,0,0,0
广西理工职业技术学院,0,0,0
梧州职业学院,0,0,0
海南软件职业技术学院,0,0,0
海南科技职业学院,0,0,0
重庆三峡医药高等专科学校,0,0,0
重庆医药高等专科学校,0,0,0
重庆城市管理职业学院,0,0,0
重庆城市职业学院,0,0,0
重庆青年职业技术学院,0,0,0
重庆机电职业技术学院,0,0,0
广州体育职业技术学院,0,0,0
江门职业技术学院,0,0,0
广东科贸职业学院,0,0,0
茂名职业技术学院,0,0,0
中山职业技术学院,0,0,0
广州科技贸易职业学院,0,0,0
中山火炬职业技术学院,0,0,0
广东理工职业学院,0,0,0
广州城市职业学院,0,0,0
广东体育职业技术学院,0,0,0
广东食品药品职业学院,0,0,0
广西现代职业技术学院,0,0,0
北海职业学院,0,0,0
广西电力职业技术学院,0,0,0
广西工业职业技术学院,0,0,0
柳州铁道职业技术学院,0,0,0
广西工商职业技术学院,0,0,0
百色职业学院,0,0,0
柳州城市职业学院,0,0,0
湖南化工职业技术学院,0,0,0
怀化职业技术学院,0,0,0
湖南理工职业技术学院,0,0,0
湖南安全技术职业学院,0,0,0
长沙师范学院,0,0,0
湘西民族职业技术学院,0,0,0
益阳职业技术学院,0,0,0
湖南电气职业技术学院,0,0,0
湖南汽车工程职业学院,0,0,0
湖南城建职业技术学院,0,0,0
武汉工业职业技术学院,0,0,0
湖北生态工程职业技术学院,0,0,0
三峡电力职业学院,0,0,0
湖北财税职业学院,0,0,0
武汉软件工程职业学院,0,0,0
湖北青年职业学院,0,0,0
湖北工程职业学院,0,0,0
益阳医学高等专科学校,0,0,0
湖南中医药高等专科学校,0,0,0
邵阳医学高等专科学校,0,0,0
湖南信息职业技术学院,0,0,0
长沙电力职业技术学院,0,0,0
湖南水利水电职业技术学院,0,0,0
湖南现代物流职业技术学院,0,0,0
湖南高速铁路职业技术学院,0,0,0
湖南铁路科技职业技术学院,0,0,0
湖南工艺美术职业学院,0,0,0
湖南民族职业学院,0,0,0
湖南财经工业职业技术学院,0,0,0
湖南石油化工职业技术学院,0,0,0
郑州工业安全职业学院,0,0,0
郑州信息科技职业学院,0,0,0
郑州旅游职业学院,0,0,0
河南建筑职业技术学院,0,0,0
周口科技职业学院,0,0,0
荆州理工职业学院,0,0,0
江汉艺术职业学院,0,0,0
湖北艺术职业学院,0,0,0
湖北生物科技职业学院,0,0,0
咸宁职业技术学院,0,0,0
湖南网络工程职业学院,0,0,0
长沙职业技术学院,0,0,0
长沙商贸旅游职业技术学院,0,0,0
邵阳职业技术学院,0,0,0
湖南外贸职业学院,0,0,0
湖南科技工业职业技术学院,0,0,0
肇庆医学高等专科学校,0,0,0
广州工程技术职业学院,0,0,0
珠海城市职业技术学院,0,0,0
广州铁路职业技术学院,0,0,0
枣庄职业学院,0,0,0
临沂职业学院,0,0,0
山东传媒职业学院,0,0,0
山东化工职业学院,0,0,0
山东商务职业学院,0,0,0
山东经贸职业学院,0,0,0
济南职业学院,0,0,0
山东电子职业技术学院,0,0,0
山东轻工职业学院,0,0,0
山东铝业职业学院,0,0,0
菏泽家政职业学院,0,0,0
河南工业贸易职业学院,0,0,0
河南交通职业技术学院,0,0,0
河南经贸职业学院,0,0,0
河南农业职业学院,0,0,0
河南质量工程职业学院,0,0,0
漯河医学高等专科学校,0,0,0
南阳医学高等专科学校,0,0,0
商丘医学高等专科学校,0,0,0
信阳职业技术学院,0,0,0
山东中医药高等专科学校,0,0,0
淄博师范高等专科学校,0,0,0
山东科技职业学院,0,0,0
山东城市建设职业学院,0,0,0
烟台汽车工程职业学院,0,0,0
山东司法警官职业学院,0,0,0
泰山职业技术学院,0,0,0
山东工业职业学院,0,0,0
德州职业技术学院,0,0,0
烟台工程职业技术学院,0,0,0
银川能源学院,0,0,0
新疆能源职业技术学院,0,0,0
新疆天山职业技术学院,0,0,0
新疆现代职业技术学院,0,0,0
漳州城市职业学院,0,0,0
福建卫生职业技术学院,0,0,0
南昌师范高等专科学校,0,0,0
江西中医药高等专科学校,0,0,0
江西泰豪动漫职业学院,0,0,0
江西枫林涉外经贸职业学院,0,0,0
广西工程职业学院,0,0,0
广西外国语学院,0,0,0
广西演艺职业学院,0,0,0
北海艺术设计学院,0,0,0
桂林山水职业学院,0,0,0
三亚城市职业学院,0,0,0
重庆工程学院,0,0,0
四川科技职业学院,0,0,0
四川华新现代职业学院,0,0,0
四川文化传媒职业学院,0,0,0
广州松田职业学院,0,0,0
广东文理职业学院,0,0,0
广州涉外经济职业技术学院,0,0,0
广州城建职业学院,0,0,0
广州华南商贸职业学院,0,0,0
广州现代信息工程职业技术学院,0,0,0
广州华立科技职业学院,0,0,0
广西英华国际职业学院,0,0,0
广西城市职业学院,0,0,0
江西生物科技职业学院,0,0,0
江西航空职业技术学院,0,0,0
江西工程职业学院,0,0,0
江西青年职业学院,0,0,0
宜春职业技术学院,0,0,0
江西应用工程职业学院,0,0,0
江西经济管理职业学院,0,0,0
上饶职业技术学院,0,0,0
江西农业工程职业学院,0,0,0
江西卫生职业学院,0,0,0
商丘工学院,0,0,0
武汉工贸职业学院,0,0,0
黄冈科技职业学院,0,0,0
武昌职业学院,0,0,0
湖北科技职业学院,0,0,0
湖南九嶷职业技术学院,0,0,0
湖南都市职业学院,0,0,0
湖南软件职业学院,0,0,0
长沙南方职业学院,0,0,0
潇湘职业学院,0,0,0
湖南外国语职业学院,0,0,0
湖南应用技术学院,0,0,0
湖南电子科技职业学院,0,0,0
湖南信息学院,0,0,0
广东理工学院,0,0,0
广东科技学院,0,0,0
惠州经济职业技术学院,0,0,0
广州科技职业技术学院,0,0,0
广州工商学院,0,0,0
广州珠江职业技术学院,0,0,0
贵州城市职业学院,0,0,0
云南新兴职业学院,0,0,0
云南经济管理学院,0,0,0
云南工程职业学院,0,0,0
云南城市建设职业学院,0,0,0
云南工商学院,0,0,0
西安汽车科技职业学院,0,0,0
西安交通工程学院,0,0,0
陕西电子科技职业学院,0,0,0
陕西旅游烹饪职业学院,0,0,0
山东现代学院,0,0,0
青岛黄海学院,0,0,0
山东华宇工学院,0,0,0
山东协和学院,0,0,0
山东外事翻译职业学院,0,0,0
山东杏林科技职业学院,0,0,0
黄河交通学院,0,0,0
郑州电子信息职业技术学院,0,0,0
嵩山少林武术职业学院,0,0,0
郑州电力职业技术学院,0,0,0
福州黎明职业技术学院,0,0,0
厦门兴才职业技术学院,0,0,0
福州软件职业技术学院,0,0,0
泉州理工职业学院,0,0,0
福州外语外贸学院,0,0,0
漳州理工职业学院,0,0,0
漳州科技职业学院,0,0,0
厦门东海职业技术学院,0,0,0
厦门南洋职业学院,0,0,0
厦门软件职业技术学院,0,0,0
福州科技职业技术学院,0,0,0
福州理工学院,0,0,0
江西工程学院,0,0,0
江西科技职业学院,0,0,0
赣西科技职业学院,0,0,0
江西应用科技学院,0,0,0
山东外国语职业学院,0,0,0
潍坊工商职业学院,0,0,0
枣庄科技职业学院,0,0,0
山东凯文科技职业学院,0,0,0
浙江长征职业技术学院,0,0,0
嘉兴南洋职业技术学院,0,0,0
浙江广厦建设职业技术学院,0,0,0
安徽绿海商务职业学院,0,0,0
合肥共达职业技术学院,0,0,0
蚌埠经济技术职业学院,0,0,0
民办合肥财经职业学院,0,0,0
安徽涉外经济职业学院,0,0,0
武夷山职业学院,0,0,0
泉州信息工程学院,0,0,0
应天职业技术学院,0,0,0
南京视觉艺术职业学院,0,0,0
建东职业技术学院,0,0,0
江海职业技术学院,0,0,0
昆山登云科技职业学院,0,0,0
江南影视艺术职业学院,0,0,0
苏州托普信息职业技术学院,0,0,0
太湖创意职业技术学院,0,0,0
金山职业技术学院,0,0,0
杭州万向职业技术学院,0,0,0
内蒙古丰州职业学院,0,0,0
内蒙古经贸外语职业学院,0,0,0
赤峰职业技术学院,0,0,0
内蒙古北方职业技术学院,0,0,0
内蒙古科技职业学院,0,0,0
大连翻译职业学院,0,0,0
辽宁传媒学院,0,0,0
吉林华桥外国语学院,0,0,0
长春信息技术职业学院,0,0,0
哈尔滨传媒职业学院,0,0,0
山东管理学院,0,0,0
山东青年政治学院,0,0,0
重庆应用技术职业学院,0,0,0
河北科技学院,0,0,0
石家庄经济职业学院,0,0,0
石家庄工商职业学院,0,0,0
山西华澳商贸职业学院,0,0,0
山西老区职业技术学院,0,0,0
山西信息职业技术学院,0,0,0
山西工商学院,0,0,0
辽宁商贸职业学院,0,0,0
黑龙江生态工程职业学院,0,0,0
山东电力高等专科学校,0,0,0
广东行政职业学院,0,0,0
山东体育学院,0,4,0
重庆第二师范学院,0,0,0
贵州师范学院,0,0,0
陕西学前师范学院,0,0,0
甘肃机电职业技术学院,0,0,0
齐鲁师范学院,0,0,0
潍坊工程职业学院,0,0,0
开封文化艺术职业学院,0,0,0
湖北第二师范学院,0,0,0
广东第二师范学院,0,0,0
成都师范学院,0,0,0
哈尔滨应用职业技术学院,0,0,0
上海工商职业技术学院,0,0,0
上海东海职业技术学院,0,0,0
上海立达职业技术学院,0,0,0
上海民远职业技术学院,0,0,0
上海欧华职业技术学院,0,0,0
上海邦德职业技术学院,0,0,0
上海震旦职业学院,0,0,0
上海中侨职业技术学院,0,0,0
苏州港大思培科技职业学院,0,0,0
广东文艺职业学院,0,0,0
广东工程职业技术学院,0,0,0
广西警察学院,0,0,0
白银矿冶职业技术学院,0,0,0
北京经济管理职业学院,0,0,0
北京政法职业学院,0,0,0
克拉玛依职业技术学院,0,0,0
昌吉职业技术学院,0,0,0
伊犁职业技术学院,0,0,0
巴音郭楞职业技术学院,0,0,0
阿克苏职业技术学院,0,0,0
新疆建设职业技术学院,0,0,0
北京警察学院,0,0,0
山西传媒学院,0,0,0
青海交通职业技术学院,0,0,0
青海建筑职业技术学院,0,0,0
宁夏理工学院,0,0,0
宁夏工业职业学院,0,0,0
宁夏职业技术学院,0,0,0
宁夏财经职业技术学院,0,0,0
宁夏司法警官职业学院,0,0,0
宁夏建设职业技术学院,0,0,0
新疆农业职业技术学院,0,0,0
新疆轻工职业技术学院,0,0,0
江苏第二师范学院,0,0,0
南昌师范学院,0,0,0
山东农业工程学院,0,0,0
山西青年职业学院,0,0,0
广东科学技术职业学院,0,0,0
大庆医学高等专科学校,0,0,0
安徽城市管理职业学院,0,0,0
闽北职业技术学院,0,0,0
福建江夏学院,0,0,0
兰州石化职业技术学院,0,0,0
甘肃工业职业技术学院,0,0,0
甘肃建筑职业技术学院,0,0,0
甘肃警察职业学院,0,0,0
甘肃林业职业技术学院,0,0,0
酒泉职业技术学院,0,0,0
兰州外语职业学院,0,0,0
兰州职业技术学院,0,0,0
青海警官职业学院,0,0,0
青海畜牧兽医职业技术学院,0,0,0
西安外事学院,0,0,0
陕西财经职业技术学院,0,0,0
陕西国防工业职业技术学院,0,0,0
陕西交通职业技术学院,0,0,0
陕西能源职业技术学院,0,0,0
陕西职业技术学院,0,0,0
西安航空职业技术学院,0,0,0
西安高新科技职业学院,0,0,0
陕西服装工程学院,0,0,0
西安城市建设职业学院,0,0,0
云南交通职业技术学院,0,0,0
昆明艺术职业学院,0,0,0
西双版纳职业技术学院,0,0,0
玉溪农业职业技术学院,0,0,0
昆明工业职业技术学院,0,0,0
云南能源职业技术学院,0,0,0
云南农业职业技术学院,0,0,0
云南司法警官职业学院,0,0,0
陕西工业职业技术学院,0,0,0
杨凌职业技术学院,0,0,0
成都农业科技职业学院,0,0,0
宜宾职业技术学院,0,0,0
成都艺术职业学院,0,0,0
四川托普信息技术职业学院,0,0,0
四川职业技术学院,0,0,0
眉山职业技术学院,0,0,0
泸州职业技术学院,0,0,0
贵州航天职业技术学院,0,0,0
乐山职业技术学院,0,0,0
雅安职业技术学院,0,0,0
贵州交通职业技术学院,0,0,0
贵州电子信息职业技术学院,0,0,0
贵州警官职业学院,0,0,0
贵州工商职业学院,0,0,0
安顺职业技术学院,0,0,0
黔东南民族职业技术学院,0,0,0
黔南民族职业技术学院,0,0,0
贵州电力职业技术学院,0,0,0
铜仁职业技术学院,0,0,0
云南国土资源职业学院,0,0,0
成都航空职业技术学院,0,0,0
四川交通职业技术学院,0,0,0
达州职业技术学院,0,0,0
四川机电职业技术学院,0,0,0
四川工程职业技术学院,0,0,0
四川电力职业技术学院,0,0,0
绵阳职业技术学院,0,0,0
四川工商职业技术学院,0,0,0
四川建筑职业技术学院,0,0,0
四川国际标榜职业学院,0,0,0
广西农业职业技术学院,0,0,0
广西生态工程职业技术学院,0,0,0
广西国际商务职业技术学院,0,0,0
海南职业技术学院,0,0,0
重庆工业职业技术学院,0,0,0
重庆工程职业技术学院,0,0,0
重庆警察学院,0,0,0
重庆信息技术职业学院,0,0,0
重庆海联职业技术学院,0,0,0
重庆三峡职业学院,0,0,0
罗定职业技术学院,0,0,0
阳江职业技术学院,0,0,0
揭阳职业技术学院,0,0,0
广东邮电职业技术学院,0,0,0
汕头职业技术学院,0,0,0
清远职业技术学院,0,0,0
广州康大职业技术学院,0,0,0
广东亚视演艺职业学院,0,0,0
广东司法警官职业学院,0,0,0
广东东软学院,0,0,0
珠海艺术职业学院,0,0,0
广西职业技术学院,0,0,0
广东工贸职业技术学院,0,0,0
广西机电职业技术学院,0,0,0
柳州职业技术学院,0,0,0
南宁职业技术学院,0,0,0
广西建设职业技术学院,0,0,0
广西水利电力职业技术学院,0,0,0
广西交通职业技术学院,0,0,0
佛山职业技术学院,0,0,0
广东新安职业技术学院,0,0,0
广东省外语艺术职业学院,0,0,0
广东机电职业技术学院,0,0,0
广东建设职业技术学院,0,0,0
广东职业技术学院,0,0,0
广东女子职业技术学院,0,0,0
广东岭南职业技术学院,0,0,0
汕尾职业技术学院,0,0,0
河源职业技术学院,0,0,0
湘潭职业技术学院,0,0,0
湖南商务职业技术学院,0,0,0
郴州职业技术学院,0,0,0
娄底职业技术学院,0,0,0
张家界航空工业职业技术学院,0,0,0
湖南工程职业技术学院,0,0,0
长沙环境保护职业技术学院,0,0,0
湖南艺术职业学院,0,0,0
湖南体育职业学院,0,0,0
湖南机电职业技术学院,0,0,0
广州民航职业技术学院,0,0,0
广东轻工职业技术学院,0,0,0
顺德职业技术学院,0,0,0
广东交通职业技术学院,0,0,0
广东水利电力职业技术学院,0,0,0
深圳信息职业技术学院,0,0,0
深圳职业技术学院,0,0,0
潮汕职业技术学院,0,0,0
广东松山职业技术学院,0,0,0
广东农工商职业技术学院,0,0,0
黄冈职业技术学院,0,0,0
襄阳职业技术学院,0,0,0
恩施职业技术学院,0,0,0
湖北交通职业技术学院,0,0,0
湖北轻工职业技术学院,0,0,0
仙桃职业学院,0,0,0
荆州职业技术学院,0,0,0
武汉工程职业技术学院,0,0,0
武汉航海职业技术学院,0,0,0
随州职业技术学院,0,0,0
长沙民政职业技术学院,0,0,0
湖南工业职业技术学院,0,0,0
湖南交通职业技术学院,0,0,0
湖南医药学院,0,0,0
湖南科技职业学院,0,0,0
湖南环境生物职业技术学院,0,0,0
湖南铁道职业技术学院,0,0,0
永州职业技术学院,0,0,0
湖南大众传媒职业技术学院,0,0,0
鹤壁职业技术学院,0,0,0
商丘职业技术学院,0,0,0
河南工业职业技术学院,0,0,0
河南司法警官职业学院,0,0,0
平顶山工业职业技术学院,0,0,0
济源职业技术学院,0,0,0
周口职业技术学院,0,0,0
武汉职业技术学院,0,0,0
武汉船舶职业技术学院,0,0,0
长江职业学院,0,0,0
武汉电力职业技术学院,0,0,0
湖北城市建设职业技术学院,0,0,0
湖北水利水电职业技术学院,0,0,0
武汉外语外事职业学院,0,0,0
武汉商贸职业学院,0,0,0
武汉科技职业学院,0,0,0
武汉信息传播职业技术学院,0,0,0
湖北开放职业学院,0,0,0
武汉警官职业学院,0,0,0
湖北文理学院理工学院,0,0,0
青岛酒店管理职业技术学院,0,0,0
东营科技职业学院,0,0,0
青岛飞洋职业技术学院,0,0,0
河南职业技术学院,0,0,0
漯河职业技术学院,0,0,0
黄河水利职业技术学院,0,0,0
三门峡职业技术学院,0,0,0
郑州铁路职业技术学院,0,0,0
濮阳职业技术学院,0,0,0
许昌职业技术学院,0,0,0
莱芜职业技术学院,0,0,0
威海职业学院,0,0,0
青岛职业技术学院,0,0,0
聊城职业技术学院,0,0,0
济宁职业技术学院,0,0,0
山东劳动职业技术学院,0,0,0
曲阜远东职业技术学院,0,0,0
烟台职业学院,0,0,0
滨州职业学院,0,0,0
潍坊职业学院,0,0,0
江西交通职业技术学院,0,0,0
江西艺术职业学院,0,0,0
江西财经职业学院,0,0,0
江西应用技术职业学院,0,0,0
鹰潭职业技术学院,0,0,0
江西现代职业技术学院,0,0,0
山东商业职业技术学院,0,0,0
日照职业技术学院,0,0,0
山东水利职业学院,0,0,0
山东职业学院,0,0,0
东营职业学院,0,0,0
山东服装职业学院,0,0,0
德州科技职业学院,0,0,0
山东力明科技职业学院,0,0,0
山东畜牧兽医职业学院,0,0,0
山东圣翰财贸职业学院,0,0,0
淄博职业学院,0,0,0
山东交通职业学院,0,0,0
山东信息职业技术学院,0,0,0
山东外贸职业学院,0,0,0
厦门华厦学院,0,0,0
漳州职业技术学院,0,0,0
泉州华光职业学院,0,0,0
福建信息职业技术学院,0,0,0
福建水利电力职业技术学院,0,0,0
福建电力职业技术学院,0,0,0
福建林业职业技术学院,0,0,0
福建农业职业技术学院,0,0,0
厦门海洋职业技术学院,0,0,0
九江职业技术学院,0,0,0
宿州职业技术学院,0,0,0
安徽广播影视职业技术学院,0,0,0
池州职业技术学院,0,0,0
滁州职业技术学院,0,0,0
宣城职业技术学院,0,0,0
安徽外国语学院,0,0,0
合肥职业技术学院,0,0,0
福建船政交通职业学院,0,0,0
福州职业技术学院,0,0,0
福州英华职业学院,0,0,0
安徽电子信息职业技术学院,0,0,0
安徽工贸职业技术学院,0,0,0
安徽工业经济职业技术学院,0,0,0
安徽交通职业技术学院,0,0,0
安徽体育运动职业技术学院,0,0,0
阜阳职业技术学院,0,0,0
合肥通用职业技术学院,0,0,0
六安职业技术学院,0,0,0
安徽文达信息工程学院,0,0,0
民办合肥经济技术职业学院,0,0,0
江西工业职业技术学院,0,0,0
江西科技学院,0,0,0
江西司法警官职业学院,0,0,0
江西电力职业技术学院,0,0,0
江西旅游商贸职业学院,0,0,0
江西机电职业技术学院,0,0,0
江西陶瓷工艺美术职业技术学院,0,0,0
江西环境工程职业学院,0,0,0
江西信息应用职业技术学院,0,0,0
江西工业工程职业技术学院,0,0,0
浙江东方职业技术学院,0,0,0
安徽职业技术学院,0,0,0
淮北职业技术学院,0,0,0
芜湖职业技术学院,0,0,0
铜陵职业技术学院,0,0,0
安徽商贸职业技术学院,0,0,0
安徽警官职业学院,0,0,0
安徽水利水电职业技术学院,0,0,0
淮南职业技术学院,0,0,0
浙江金融职业学院,0,0,0
浙江经济职业技术学院,0,0,0
浙江建设职业技术学院,0,0,0
浙江经贸职业技术学院,0,0,0
浙江育英职业技术学院,0,0,0
绍兴职业技术学院,0,0,0
嘉兴职业技术学院,0,0,0
湖州职业技术学院,1,0,0
衢州职业技术学院,0,0,0
丽水职业技术学院,0,0,0
常州机电职业技术学院,0,0,0
徐州工业职业技术学院,0,0,0
江苏食品药品职业技术学院,0,0,0
江苏农林职业技术学院,0,0,0
江苏信息职业技术学院,0,0,0
南京特殊教育师范学院,0,0,0
浙江艺术职业学院,0,0,0
浙江交通职业技术学院,0,0,0
杭州职业技术学院,0,0,0
义乌工商职业技术学院,0,0,0
西南科技大学城市学院,0,0,0
福建农林大学金山学院,0,0,0
天津财经大学珠江学院,0,0,0
山东政法学院,0,0,0
北京师范大学-香港浸会大学联合国际学院,0,0,0
浙江大学宁波理工学院,0,0,0
北京师范大学珠海分校,0,0,0
大连理工大学城市学院,0,0,0
浙江大学城市学院,0,0,0
武汉东湖学院,0,0,0
聊城大学东昌学院,0,0,0
商丘学院,0,0,0
长安大学兴华学院,0,0,0
武汉设计工程学院,0,0,0
西南财经大学天府学院,0,0,0
四川大学锦江学院,0,0,0
郑州成功财经学院,0,0,0
西安理工大学高科学院,0,0,0
西安科技大学高新学院,0,0,0
四川文化艺术学院,0,0,0
苏州大学文正学院,0,0,0
苏州大学应用技术学院,0,0,0
苏州科技学院天平学院,0,0,0
扬州大学广陵学院,0,0,0
江苏师范大学科文学院,0,0,0
南京财经大学红山学院,0,0,0
南通大学杏林学院,0,0,0
青岛工学院,0,0,0
齐鲁理工学院,0,0,0
山东师范大学历山学院,0,0,0
黑河学院,0,0,0
南京理工大学泰州科技学院,0,0,0
东莞理工学院城市学院,0,0,0
北京航空航天大学北海学院,0,0,0
上海师范大学天华学院,0,0,0
中山大学新华学院,0,0,0
四川大学锦城学院,0,0,0
南京师范大学中北学院,0,0,0
南京医科大学康达学院,0,0,0
南京中医药大学翰林学院,0,0,0
遵义医学院医学与科技学院,0,0,0
南京理工大学紫金学院,0,0,0
广东工业大学华立学院,0,0,0
广州大学松田学院,0,0,0
成都理工大学工程技术学院,0,0,0
四川工商学院,0,0,0
西安交通大学城市学院,0,0,0
西北大学现代学院,0,0,0
成都医学院,0,0,0
吉林医药学院,1,0,0
炎黄职业技术学院,0,0,0
金肯职业技术学院,0,0,0
南通理工学院,0,0,0
九州职业技术学院,0,0,0
硅湖职业技术学院,0,0,0
江阴职业技术学院,0,0,0
宿迁学院,0,0,0
南京信息职业技术学院,0,0,0
常州工程职业技术学院,0,0,0
常州轻工职业技术学院,0,0,0
吉林师范大学博达学院,0,0,0
长春大学旅游学院,0,0,0
山东科技大学泰山科技学院,0,0,0
石河子大学科技学院,0,0,0
上海外国语大学贤达经济人文学院,0,0,0
温州大学城市学院,0,0,0
广西师范大学漓江学院,0,0,0
广西师范学院师园学院,0,0,0
南京大学金陵学院,0,0,0
贵州民族大学人文科技学院,0,0,0
新疆大学科学技术学院,0,0,0
新疆农业大学科学技术学院,0,0,0
无锡太湖学院,0,0,0
重庆师范大学涉外商贸学院,0,0,0
吉林动画学院,0,0,0
安徽工程大学机电学院,0,0,0
安徽工业大学工商学院,0,0,0
安徽师范大学皖江学院,0,0,0
安徽医科大学临床医学院,0,0,0
阜阳师范学院信息工程学院,0,0,0
宁波职业技术学院,0,0,0
温州职业技术学院,0,0,0
浙江工商职业技术学院,0,0,0
浙江工贸职业技术学院,0,0,0
台州职业技术学院,0,0,0
浙江机电职业技术学院,0,0,0
浙江商业职业技术学院,0,0,0
浙江警官职业学院,0,0,0
浙江工业职业技术学院,0,0,0
浙江旅游职业学院,0,0,0
阳光学院,0,0,0
福州大学至诚学院,0,0,0
河南师范大学新联学院,0,0,0
信阳师范学院华锐学院,0,0,0
安阳师范学院人文管理学院,0,0,0
河南理工大学万方科技学院,0,0,0
兰州交通大学博文学院,0,0,0
兰州理工大学技术工程学院,0,0,0
山西大学商务学院,0,0,0
山西农业大学信息学院,0,0,0
绍兴文理学院元培学院,0,0,0
温州大学瓯江学院,0,0,0
浙江工商大学杭州商学院,0,0,0
嘉兴学院南湖学院,0,0,0
浙江财经大学东方学院,0,0,0
哈尔滨石油学院,0,0,0
哈尔滨剑桥学院,0,0,0
青岛理工大学琴岛学院,0,0,0
中国石油大学胜利学院,0,0,0
赣南师范学院科技学院,0,0,0
浙江工业大学之江学院,0,0,0
浙江师范大学行知学院,0,0,0
宁波大学科学技术学院,0,0,0
杭州电子科技大学信息工程学院,0,0,0
浙江理工大学科技与艺术学院,0,0,0
浙江海洋学院东海科学技术学院,0,0,0
浙江农林大学暨阳学院,0,0,0
温州医科大学仁济学院,0,0,0
浙江中医药大学滨江学院,0,0,0
湖州师范学院求真学院,0,0,0
湘潭大学兴湘学院,0,0,0
重庆大学城市科技学院,0,0,0
华南理工大学广州学院,0,0,0
广州大学华软软件学院,0,0,0
中山大学南方学院,0,0,0
广东外语外贸大学南国商学院,0,0,0
广东财经大学华商学院,0,0,0
广东海洋大学寸金学院,0,0,0
华南农业大学珠江学院,0,0,0
湖南师范大学树达学院,0,0,0
武汉大学珞珈学院,0,0,0
沈阳城市建设学院,0,0,0
大连医科大学中山学院,0,0,0
辽宁师范大学海华学院,0,0,0
湖北工业大学工程技术学院,0,0,0
湖北民族学院科技学院,0,0,0
湖北经济学院法商学院,0,0,0
武汉体育学院体育科技学院,0,0,0
湖北理工学院,0,0,0
湖北工程学院新技术学院,0,0,0
湖南文理学院芙蓉学院,0,0,0
湖南理工学院南湖学院,0,0,0
衡阳师范学院南岳学院,0,0,0
湖南中医药大学湘杏学院,0,0,0
广东技术师范学院天河学院,0,0,0
东南大学成贤学院,0,0,0
西安欧亚学院,0,0,0
上海建桥学院,0,0,0
福建师范大学闽南科技学院,0,0,0
福建农林大学东方学院,0,0,0
邢台医学高等专科学校,0,0,0
湖北中医药高等专科学校,0,0,0
湖南城市学院,2,0,0
焦作师范高等专科学校,0,0,0
安徽中医药高等专科学校,0,0,0
郑州师范学院,0,0,0
山东理工大学,0,21,0
中央司法警官学院,2,0,0
安徽新华学院,0,0,0
烟台南山学院,0,0,0
中华女子学院,0,0,0
九江学院,18,0,0
浙江医药高等专科学校,0,0,0
泰州学院,0,0,0
湖北经济学院,0,0,0
鹤岗师范高等专科学校,0,0,0
唐山学院,0,0,0
安徽医学高等专科学校,0,0,0
邵阳学院,3,0,0
亳州师范高等专科学校,0,0,0
连云港师范高等专科学校,0,0,0
上海应用技术学院,0,0,0
济南大学,10,164,3
内蒙古民族大学,0,19,0
福建农林大学,1,23,11
湖南工程学院,0,0,0
南京工程学院,0,0,0
陕西理工学院,0,27,0
西安财经学院,4,5,0
山西警官高等专科学校,0,0,0
哈尔滨学院,0,0,0
黑龙江工程学院,4,18,0
南京晓庄学院,0,0,0
皖西学院,0,0,0
潍坊学院,0,0,0
三峡大学,0,20,2
南华大学,0,107,11
四川警察学院,0,0,0
宜春学院,5,0,0
黑龙江东方学院,0,0,0
河北经贸大学,0,70,0
河北医科大学,10,40,16
